,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Segment
843,0.09919571045576407,0.02392344497607655,0.005191109027564789,3,5,4,12,Champions
844,0.5361930294906166,0.004784688995215311,0.0010740311717785363,1,2,2,5,Recent Customers
845,0.12064343163538874,0.019138755980861243,0.006440118595596197,3,4,4,11,Loyal Customers
846,0.6193029490616622,0.0,0.0006589437300454857,1,1,1,3,Recent Customers
847,0.1742627345844504,0.0,0.0005008457705512536,3,1,1,5,Recent Customers
848,0.6434316353887399,0.0,0.0011198902864399559,1,1,2,4,Recent Customers
849,0.6219839142091153,0.0,0.001621092937260948,1,1,2,4,Recent Customers
850,0.2064343163538874,0.00956937799043062,0.00400565983557384,2,3,4,9,Potential Loyalist
851,0.15281501340482573,0.00956937799043062,0.0020534890720763244,3,3,3,9,Potential Loyalist
852,0.04289544235924933,0.05741626794258373,0.03200612891900038,4,5,5,14,Champions
853,0.27882037533512066,0.014354066985645932,0.0016042481885292826,2,4,2,8,Promising Customers
854,0.13672922252010725,0.0430622009569378,0.0043390216955367334,3,5,4,12,Champions
855,0.36193029490616624,0.00956937799043062,0.004531808417249565,2,3,4,9,Potential Loyalist
856,0.7345844504021448,0.004784688995215311,0.0022077684126843525,1,2,3,6,Recent Customers
857,0.8337801608579088,0.0,0.0011286695410755274,1,1,2,4,Recent Customers
858,0.01876675603217158,0.019138755980861243,0.0072977375718052025,5,4,4,13,Champions
859,0.026809651474530828,0.004784688995215311,0.0023316058662836724,5,2,3,10,Potential Loyalist
860,0.7560321715817695,0.004784688995215311,0.0012421217788254513,1,2,2,5,Recent Customers
861,0.045576407506702415,0.019138755980861243,0.004136634894567932,4,4,4,12,Champions
862,0.058981233243967826,0.00956937799043062,0.004163971923229915,4,3,4,11,Loyal Customers
863,0.7694369973190349,0.0,0.004783337631361381,1,1,4,6,Recent Customers
864,0.04289544235924933,0.00956937799043062,0.001042090387636925,4,3,2,9,Potential Loyalist
865,0.18766756032171583,0.0,0.0007738948649283124,3,1,1,5,Recent Customers
866,0.16890080428954424,0.0,0.001056115782237655,3,1,2,6,Recent Customers
867,0.19302949061662197,0.014354066985645932,0.01567999859531926,2,4,5,11,Loyal Customers
868,0.8445040214477212,0.004784688995215311,0.0016363674128057632,1,2,2,5,Recent Customers
869,0.005361930294906166,0.014354066985645932,0.008847632895253284,5,4,5,14,Champions
870,0.6514745308310992,0.0,0.0003960300353290054,1,1,1,3,Recent Customers
871,0.021447721179624665,0.028708133971291867,0.003496427378683727,5,5,4,14,Champions
872,0.0,0.014354066985645932,0.00639372416053017,5,4,4,13,Champions
873,0.6970509383378016,0.0,0.0008965189256105204,1,1,2,4,Recent Customers
874,0.3378016085790885,0.0,0.0007319614332340183,2,1,1,4,Recent Customers
875,0.19571045576407506,0.0,0.0005431717705422604,2,1,1,4,Recent Customers
876,0.19302949061662197,0.014354066985645932,0.0031802314596952627,2,4,3,9,Potential Loyalist
877,0.05361930294906166,0.00956937799043062,0.004958530155776097,4,3,4,11,Loyal Customers
878,0.1581769436997319,0.00956937799043062,0.007595911037171864,3,3,5,11,Loyal Customers
879,0.22788203753351208,0.0,0.0023534112507647047,2,1,3,6,Recent Customers
880,0.2064343163538874,0.0,0.0004380705311042211,2,1,1,4,Recent Customers
881,0.1554959785522788,0.02392344497607655,0.012934590056273594,3,5,5,13,Champions
882,0.0,0.00956937799043062,0.0039030210699969974,5,3,4,12,Champions
883,0.0777479892761394,0.0,0.00044895537933125067,4,1,1,6,Recent Customers
884,0.08579088471849866,0.019138755980861243,0.014149874438814698,4,4,5,13,Champions
885,0.10723860589812333,0.019138755980861243,0.0024274282187085063,3,4,3,10,Loyal Customers
886,0.03753351206434316,0.004784688995215311,0.002243991760062828,4,2,3,9,Potential Loyalist
887,0.08847184986595175,0.028708133971291867,0.008163671858299118,3,5,5,13,Champions
888,0.20911528150134048,0.004784688995215311,0.00109833471814774,2,2,2,6,Recent Customers
889,0.546916890080429,0.004784688995215311,0.0017265867449957,1,2,2,5,Recent Customers
890,0.08847184986595175,0.0,0.0007505548952874032,3,1,1,5,Recent Customers
891,0.4879356568364611,0.00956937799043062,0.0009663960824253527,1,3,2,6,Promising Customers
892,0.002680965147453083,0.11483253588516747,0.020949157337875893,5,5,5,15,Champions
893,0.0,0.028708133971291867,0.012306266653371686,5,5,5,15,Champions
894,0.1126005361930295,0.028708133971291867,0.004571100934947793,3,5,4,12,Champions
895,0.22788203753351208,0.00956937799043062,0.002253127894968138,2,3,3,8,Needs Attention
896,0.10455764075067024,0.004784688995215311,0.001039984794045467,3,2,2,7,Recent Customers
897,0.029490616621983913,0.00956937799043062,0.0022376036032345057,5,3,3,11,Potential Loyalist
898,0.2546916890080429,0.004784688995215311,0.002435386648723678,2,2,3,7,Recent Customers
899,0.06702412868632708,0.028708133971291867,0.0032768746367404953,4,5,3,12,Champions
900,0.8525469168900804,0.0,0.00032761608762010185,1,1,1,3,Recent Customers
901,0.1742627345844504,0.05263157894736842,0.013347571904415188,3,5,5,13,Champions
902,0.19571045576407506,0.014354066985645932,0.01480796165621281,2,4,5,11,Loyal Customers
903,0.07238605898123324,0.004784688995215311,0.0020843949034356933,4,2,3,9,Potential Loyalist
904,0.013404825737265416,0.014354066985645932,0.0021593397600808144,5,4,3,12,Champions
905,0.016085790884718495,0.0,0.0006222921263433241,5,1,1,7,Needs Attention
906,0.5764075067024129,0.0,0.0005062703506512814,1,1,1,3,Recent Customers
907,0.21715817694369974,0.00956937799043062,0.006421453757488864,2,3,4,9,Potential Loyalist
908,0.2225201072386059,0.004784688995215311,0.002774851161299104,2,2,3,7,Recent Customers
909,0.3833780160857909,0.00956937799043062,0.0062419072937833385,2,3,4,9,Potential Loyalist
910,0.04825737265415549,0.004784688995215311,0.0008572977839662403,4,2,1,7,Recent Customers
911,0.10723860589812333,0.004784688995215311,0.0031216674074311464,3,2,3,8,Recent Customers
912,0.4611260053619303,0.0,0.0006882436001910308,2,1,1,4,Recent Customers
913,0.04289544235924933,0.004784688995215311,0.0013338400081482902,4,2,2,8,Recent Customers
914,0.6487935656836461,0.0,0.0008546925579971479,1,1,1,3,Recent Customers
915,0.032171581769437,0.05263157894736842,0.007467077259796203,5,5,5,15,Champions
916,0.5495978552278821,0.0,0.0049401151338575805,1,1,4,6,Recent Customers
917,0.13136729222520108,0.004784688995215311,0.001050655514110653,3,2,2,7,Recent Customers
918,0.058981233243967826,0.019138755980861243,0.0026126133906759033,4,4,3,11,Loyal Customers
919,0.02412868632707775,0.08133971291866028,0.023972861111263778,5,5,5,15,Champions
920,0.064343163538874,0.014354066985645932,0.006022711432109845,4,4,4,12,Champions
921,0.03753351206434316,0.004784688995215311,0.0016667736117874983,4,2,2,8,Recent Customers
922,0.8257372654155496,0.0,0.00042111871829163413,1,1,1,3,Recent Customers
923,0.4155495978552279,0.0,0.0027873419707399576,2,1,3,6,Recent Customers
924,0.8203753351206434,0.0,0.0005081975041078703,1,1,1,3,Recent Customers
925,0.16890080428954424,0.0,0.002542415041618306,3,1,3,7,Recent Customers
926,0.040214477211796246,0.03827751196172249,0.008846883446686833,4,5,5,14,Champions
927,0.03753351206434316,0.004784688995215311,0.001354895944062872,4,2,2,8,Recent Customers
928,0.026809651474530828,0.02392344497607655,0.007073081442004708,5,5,4,14,Champions
929,0.17158176943699732,0.00956937799043062,0.003986816557331638,3,3,4,10,Loyal Customers
930,0.09383378016085792,0.014354066985645932,0.0008849203168440135,3,4,1,8,Promising Customers
931,0.2868632707774799,0.019138755980861243,0.00726993659879256,2,4,4,10,Loyal Customers
932,0.13941018766756033,0.0,0.0014167076067816103,3,1,2,6,Recent Customers
933,0.013404825737265416,0.004784688995215311,0.002487598232186446,5,2,3,10,Potential Loyalist
934,0.12332439678284182,0.0,0.0006429911819881671,3,1,1,5,Recent Customers
935,0.0,0.09569377990430622,0.018392431397441067,5,5,5,15,Champions
936,0.8337801608579088,0.0,0.000783423568130335,1,1,1,3,Recent Customers
937,0.11796246648793565,0.004784688995215311,0.0024743222861521677,3,2,3,8,Recent Customers
938,0.17158176943699732,0.0,0.0015306237888821944,3,1,2,6,Recent Customers
939,0.06702412868632708,0.0,0.0005864970352885352,4,1,1,6,Recent Customers
940,0.07506702412868632,0.00956937799043062,0.0010011919087248731,4,3,2,9,Potential Loyalist
941,0.10455764075067024,0.0,0.0024196839168551766,3,1,3,7,Recent Customers
942,0.029490616621983913,0.028708133971291867,0.004039456397118092,5,5,4,14,Champions
943,0.2359249329758713,0.00956937799043062,0.0041819230007977696,2,3,4,9,Potential Loyalist
944,0.06166219839142091,0.014354066985645932,0.005747413992033433,4,4,4,12,Champions
945,0.8525469168900804,0.0,0.0014906531986714632,1,1,2,4,Recent Customers
946,0.10455764075067024,0.00956937799043062,0.0019420710518639104,3,3,3,9,Potential Loyalist
947,0.4638069705093834,0.0,0.0006328914703545627,2,1,1,4,Recent Customers
948,0.3109919571045576,0.0,0.0007631884568361522,2,1,1,4,Recent Customers
949,0.08042895442359249,0.019138755980861243,0.0026686792810518487,4,4,3,11,Loyal Customers
950,0.675603217158177,0.0,0.0009180031178487886,1,1,2,4,Recent Customers
951,0.1554959785522788,0.019138755980861243,0.005847376155587235,3,4,4,11,Loyal Customers
952,0.058981233243967826,0.04784688995215311,0.027809395387008457,4,5,5,14,Champions
953,0.010723860589812333,0.028708133971291867,0.00725102194449641,5,5,4,14,Champions
954,0.26541554959785524,0.04784688995215311,0.010957723178110163,2,5,5,12,Champions
955,0.064343163538874,0.019138755980861243,0.007570394097885548,4,4,5,13,Champions
956,0.08579088471849866,0.019138755980861243,0.005621435256815682,4,4,4,12,Champions
957,0.17962466487935658,0.0,0.003822294752982109,3,1,4,8,Recent Customers
958,0.09651474530831099,0.019138755980861243,0.003387222016143693,3,4,4,11,Loyal Customers
959,0.13672922252010725,0.00956937799043062,0.0028925145862319446,3,3,3,9,Potential Loyalist
960,0.040214477211796246,0.0,0.00043767796280750856,4,1,1,6,Recent Customers
961,0.19571045576407506,0.0,0.003687786579317603,2,1,4,7,Recent Customers
962,0.5764075067024129,0.0,0.0012662111970328117,1,1,2,4,Recent Customers
963,0.08042895442359249,0.00956937799043062,0.0018537788731305632,4,3,3,10,Loyal Customers
964,0.040214477211796246,0.014354066985645932,0.0093654661666441,4,4,5,13,Champions
965,0.3190348525469169,0.0,0.0008996951600111946,2,1,2,5,Recent Customers
966,0.02412868632707775,0.014354066985645932,0.0059888791825386195,5,4,4,13,Champions
967,0.6863270777479893,0.004784688995215311,0.0012369470149142406,1,2,2,5,Recent Customers
968,0.04289544235924933,0.02392344497607655,0.006553535145319147,4,5,4,13,Champions
969,0.09115281501340483,0.004784688995215311,0.00033618121409382997,3,2,1,6,Recent Customers
970,0.12064343163538874,0.00956937799043062,0.0039081244578542595,3,3,4,10,Loyal Customers
971,0.1126005361930295,0.02392344497607655,0.009661926606716015,3,5,5,13,Champions
972,0.30294906166219837,0.004784688995215311,0.0033295858525808973,2,2,3,7,Recent Customers
973,0.43967828418230565,0.004784688995215311,0.001354895944062872,2,2,2,6,Recent Customers
974,0.026809651474530828,0.004784688995215311,0.001363782262779365,5,2,2,9,Potential Loyalist
975,0.02412868632707775,0.019138755980861243,0.009418677014862136,5,4,5,14,Champions
976,0.5495978552278821,0.004784688995215311,0.005614440403528803,1,2,4,7,Recent Customers
977,0.22788203753351208,0.00956937799043062,0.0032039283096059103,2,3,3,8,Needs Attention
978,0.4772117962466488,0.0,0.0006761810470738637,2,1,1,4,Recent Customers
979,0.1581769436997319,0.00956937799043062,0.0003020991483337867,3,3,1,7,Promising Customers
980,0.3967828418230563,0.0,0.0010885561987569003,2,1,2,5,Recent Customers
981,0.005361930294906166,0.09569377990430622,0.02271039715706322,5,5,5,15,Champions
982,0.13404825737265416,0.004784688995215311,0.0007799618295138698,3,2,1,6,Recent Customers
983,0.19839142091152814,0.0,0.0012480103032761394,2,1,2,5,Recent Customers
984,0.8042895442359249,0.004784688995215311,0.0006651891347659126,1,2,1,4,Recent Customers
985,0.04825737265415549,0.004784688995215311,0.0014165291666467408,4,2,2,8,Recent Customers
986,0.40214477211796246,0.004784688995215311,0.001737364529141808,2,2,2,6,Recent Customers
987,0.40482573726541554,0.0,0.0008301035074121533,2,1,1,4,Recent Customers
988,0.0,0.014354066985645932,0.01328458253680631,5,4,5,14,Champions
989,0.045576407506702415,0.014354066985645932,0.002954361936977657,4,4,3,11,Loyal Customers
990,0.49865951742627346,0.0,0.00021234376049451042,1,1,1,3,Recent Customers
991,0.7640750670241288,0.0,0.00023993060534530986,1,1,1,3,Recent Customers
992,0.005361930294906166,0.028708133971291867,0.01113266588633606,5,5,5,15,Champions
993,0.4879356568364611,0.0,0.00025695379421184454,1,1,1,3,Recent Customers
994,0.16621983914209115,0.0,0.003247610454621924,3,1,3,7,Recent Customers
995,0.1554959785522788,0.0,0.0006147262646248642,3,1,1,5,Recent Customers
996,0.064343163538874,0.00956937799043062,0.005311520430574618,4,3,4,11,Loyal Customers
997,0.00804289544235925,0.23444976076555024,0.23211357129300791,5,5,5,15,Champions
998,0.08042895442359249,0.06698564593301436,0.008936745898607032,4,5,5,14,Champions
999,0.10187667560321716,0.0,0.0005399598481146122,3,1,1,5,Recent Customers
1000,0.4128686327077748,0.0,0.0011012611363595973,2,1,2,5,Recent Customers
1001,0.06702412868632708,0.0430622009569378,0.008083766365904629,4,5,5,14,Champions
1002,0.8498659517426274,0.0,0.0003550958683899796,1,1,1,3,Recent Customers
1003,0.010723860589812333,0.03827751196172249,0.008237010753730416,5,5,5,15,Champions
1004,0.01876675603217158,0.00956937799043062,0.0025404878881617175,5,3,3,11,Potential Loyalist
1005,0.8096514745308311,0.0,0.0011805242442685564,1,1,2,4,Recent Customers
1006,0.7131367292225201,0.004784688995215311,0.0028779181831996327,1,2,3,6,Recent Customers
1007,0.7238605898123325,0.0,0.0010595061448001723,1,1,2,4,Recent Customers
1008,0.00804289544235925,0.05741626794258373,0.022583561909198097,5,5,5,15,Champions
1009,0.08310991957104558,0.0,0.0006440975108243569,4,1,1,6,Recent Customers
1010,0.5844504021447722,0.004784688995215311,0.0008995524079032991,1,2,2,5,Recent Customers
1011,0.6595174262734584,0.0,0.0008166848092699793,1,1,1,3,Recent Customers
1012,0.7506702412868633,0.019138755980861243,0.0038519515033973925,1,4,4,9,Potential Loyalist
1013,0.7184986595174263,0.0,0.000493494036994637,1,1,1,3,Recent Customers
1014,0.08310991957104558,0.02392344497607655,0.005156955585750798,4,5,4,13,Champions
1015,0.6568364611260054,0.004784688995215311,0.0010940164668839022,1,2,2,5,Recent Customers
1016,0.03753351206434316,0.019138755980861243,0.003717550393813809,4,4,4,12,Champions
1017,0.3109919571045576,0.014354066985645932,0.0028546852776396453,2,4,3,9,Potential Loyalist
1018,0.09383378016085792,0.0,0.0018705522458082806,3,1,3,7,Recent Customers
1019,0.3512064343163539,0.00956937799043062,0.00847736961539941,2,3,5,10,Loyal Customers
1020,0.579088471849866,0.0,0.000713225219072738,1,1,1,3,Recent Customers
1021,0.13136729222520108,0.03349282296650718,0.007068227870336261,3,5,4,12,Champions
1022,0.10187667560321716,0.004784688995215311,0.003853093520260556,3,2,4,9,Potential Loyalist
1023,0.07506702412868632,0.004784688995215311,0.0011901243235245267,4,2,2,8,Recent Customers
1024,0.09651474530831099,0.02392344497607655,0.0036264031729225515,3,5,4,12,Champions
1025,0.36193029490616624,0.004784688995215311,0.002685880910053253,2,2,3,7,Recent Customers
1026,0.5844504021447722,0.004784688995215311,0.0021790752389973635,1,2,3,6,Recent Customers
1027,0.07238605898123324,0.0,0.001755351294736637,4,1,3,8,Recent Customers
1028,0.064343163538874,0.014354066985645932,0.010296852294608088,4,4,5,13,Champions
1029,0.010723860589812333,0.004784688995215311,0.0026120066942173473,5,2,3,10,Potential Loyalist
1030,0.5335120643431636,0.0,0.0012119653960325333,1,1,2,4,Recent Customers
1031,0.045576407506702415,0.0,0.0007740733050631818,4,1,1,6,Recent Customers
1032,0.6434316353887399,0.0,0.0012517575461083955,1,1,2,4,Recent Customers
1033,0.19034852546916892,0.00956937799043062,0.002385494787014212,3,3,3,9,Potential Loyalist
1034,0.04289544235924933,0.05263157894736842,0.011173992621571798,4,5,5,14,Champions
1035,0.005361930294906166,0.028708133971291867,0.0047879056988140364,5,5,4,14,Champions
1036,0.2520107238605898,0.004784688995215311,0.004126820687150119,2,2,4,8,Recent Customers
1037,0.4316353887399464,0.0,0.0010707835613239145,2,1,2,5,Recent Customers
1038,1.0,0.0,0.00028407669471198365,1,1,1,3,Recent Customers
1039,0.2546916890080429,0.019138755980861243,0.0033841171577969663,2,4,4,10,Loyal Customers
1040,0.14209115281501342,0.019138755980861243,0.0058787459312972645,3,4,4,11,Loyal Customers
1041,0.7694369973190349,0.0,0.0010572577991008188,1,1,2,4,Recent Customers
1042,0.3297587131367292,0.02392344497607655,0.0042335992638559295,2,5,4,11,Loyal Customers
1043,0.7694369973190349,0.0,0.0026454106874648875,1,1,3,5,Recent Customers
1044,0.40482573726541554,0.004784688995215311,0.0010085436422814897,2,2,2,6,Recent Customers
1045,0.00804289544235925,0.03827751196172249,0.0077134317099968085,5,5,5,15,Champions
1046,0.002680965147453083,0.06220095693779905,0.018520372974142385,5,5,5,15,Champions
1047,0.029490616621983913,0.028708133971291867,0.011386443446147232,5,5,5,15,Champions
1048,0.08579088471849866,0.004784688995215311,0.002353304186683784,4,2,3,9,Potential Loyalist
1049,0.14209115281501342,0.004784688995215311,0.0010234969255835404,3,2,2,7,Recent Customers
1050,0.13136729222520108,0.004784688995215311,0.0038209386079571025,3,2,4,9,Potential Loyalist
1051,0.5844504021447722,0.0,0.001094623163342458,1,1,2,4,Recent Customers
1052,0.16621983914209115,0.0,0.006120353873910346,3,1,4,8,Recent Customers
1053,0.18766756032171583,0.00956937799043062,0.00543086119277523,3,3,4,10,Loyal Customers
1054,0.002680965147453083,0.17224880382775118,0.06145606721797055,5,5,5,15,Champions
1055,0.002680965147453083,0.0430622009569378,0.009980192431268964,5,5,5,15,Champions
1056,0.16890080428954424,0.014354066985645932,0.009401832266130469,3,4,5,12,Champions
1057,0.08847184986595175,0.00956937799043062,0.004040348597792439,3,3,4,10,Loyal Customers
1058,0.21715817694369974,0.0,0.0012312369305984218,2,1,2,5,Recent Customers
1059,0.0,0.15311004784688995,0.09270735867844666,5,5,5,15,Champions
1060,0.2734584450402145,0.0,0.0006377450420230086,2,1,1,4,Recent Customers
1061,0.016085790884718495,0.004784688995215311,0.0012848046590861965,5,2,2,9,Potential Loyalist
1062,0.6702412868632708,0.0,0.00045623573683391955,1,1,1,3,Recent Customers
1063,0.032171581769437,0.02392344497607655,0.003254748060016698,5,5,3,13,Champions
1064,0.02412868632707775,0.04784688995215311,0.008789211595097064,5,5,5,15,Champions
1065,0.9812332439678284,0.0,0.0008222521414779025,1,1,1,3,Recent Customers
1066,0.20107238605898123,0.004784688995215311,0.001102902785600395,2,2,2,6,Recent Customers
1067,0.00804289544235925,0.0,0.0012447983808484915,5,1,2,8,Needs Attention
1068,0.34048257372654156,0.004784688995215311,0.005410304889238282,2,2,4,8,Recent Customers
1069,0.1742627345844504,0.004784688995215311,0.0006978793674739751,3,2,1,6,Recent Customers
1070,0.0,0.26794258373205737,0.13259476009830196,5,5,5,15,Champions
1071,0.3109919571045576,0.004784688995215311,0.0024584054261218226,2,2,3,7,Recent Customers
1072,0.8284182305630027,0.0,0.0019925339220049593,1,1,3,5,Recent Customers
1073,0.1769436997319035,0.0,0.00115914711611121,3,1,2,6,Recent Customers
1074,0.3699731903485255,0.00956937799043062,0.016414422502414473,2,3,5,10,Loyal Customers
1075,0.6809651474530831,0.0,0.0009888081633649412,1,1,2,4,Recent Customers
1076,0.08042895442359249,0.028708133971291867,0.009406614461744968,4,5,5,14,Champions
1077,0.13672922252010725,0.004784688995215311,0.0032997149740037705,3,2,3,8,Recent Customers
1078,0.16890080428954424,0.0,0.0009149696355560098,3,1,2,6,Recent Customers
1079,0.9812332439678284,0.0,0.00040184718372574576,1,1,1,3,Recent Customers
1080,0.013404825737265416,0.019138755980861243,0.006237053722114892,5,4,4,13,Champions
1081,0.8150134048257373,0.0,0.0005533428582298125,1,1,1,3,Recent Customers
1082,0.07506702412868632,0.00956937799043062,0.005349670931409682,4,3,4,11,Loyal Customers
1083,0.4906166219839142,0.00956937799043062,0.0029067897970214912,1,3,3,7,Needs Attention
1084,0.10991957104557641,0.00956937799043062,0.0019235846538914474,3,3,3,9,Potential Loyalist
1085,0.10455764075067024,0.014354066985645932,0.004878053654950026,3,4,4,11,Loyal Customers
1086,0.24396782841823056,0.004784688995215311,0.005635567715497333,2,2,4,8,Recent Customers
1087,0.05630026809651474,0.014354066985645932,0.01437285323134742,4,4,5,13,Champions
1088,0.06166219839142091,0.004784688995215311,0.002040177438015072,4,2,3,9,Potential Loyalist
1089,0.07506702412868632,0.004784688995215311,0.0013667800570451698,4,2,2,8,Recent Customers
1090,0.806970509383378,0.00956937799043062,0.004069684155964957,1,3,4,8,Needs Attention
1091,0.38605898123324395,0.004784688995215311,0.0013762730722202184,2,2,2,6,Recent Customers
1092,0.013404825737265416,0.004784688995215311,0.002255483304748413,5,2,3,10,Potential Loyalist
1093,0.04825737265415549,0.004784688995215311,0.0034176995911793756,4,2,4,10,Loyal Customers
1094,0.08579088471849866,0.019138755980861243,0.0060631816546982105,4,4,4,12,Champions
1095,0.4691689008042895,0.0,0.0006762881111547853,2,1,1,4,Recent Customers
1096,0.15281501340482573,0.00956937799043062,0.001470525151458202,3,3,2,8,Promising Customers
1097,0.05630026809651474,0.0,0.000747628477075546,4,1,1,6,Recent Customers
1098,0.040214477211796246,0.02392344497607655,0.007862036654315991,4,5,5,14,Champions
1099,0.04825737265415549,0.0,0.0001862915008035873,4,1,1,6,Recent Customers
1100,0.42359249329758714,0.0,0.0013732752779544136,2,1,2,5,Recent Customers
1101,0.064343163538874,0.014354066985645932,0.002978415667158043,4,4,3,11,Loyal Customers
1102,0.5656836461126006,0.004784688995215311,0.0009680020436391766,1,2,2,5,Recent Customers
1103,0.013404825737265416,0.014354066985645932,0.002468647889863323,5,4,3,12,Champions
1104,0.675603217158177,0.0,0.000303348229277872,1,1,1,3,Recent Customers
1105,0.1554959785522788,0.03827751196172249,0.012082609788326459,3,5,5,13,Champions
1106,0.026809651474530828,0.0,0.0012905504314289892,5,1,2,8,Needs Attention
1107,0.17158176943699732,0.0,0.0011169638682280987,3,1,2,6,Recent Customers
1108,0.064343163538874,0.00956937799043062,0.0030872284614013646,4,3,3,10,Loyal Customers
1109,0.24396782841823056,0.00956937799043062,0.004478847385220346,2,3,4,9,Potential Loyalist
1110,0.13672922252010725,0.004784688995215311,0.005488640108445921,3,2,4,9,Potential Loyalist
1111,0.34316353887399464,0.0,0.005693953327626579,2,1,4,7,Recent Customers
1112,0.2546916890080429,0.00956937799043062,0.009462537600013018,2,3,5,10,Loyal Customers
1113,0.15013404825737264,0.0,0.00389049457252917,3,1,4,8,Recent Customers
1114,0.021447721179624665,0.11483253588516747,0.028941276850511632,5,5,5,15,Champions
1115,0.450402144772118,0.00956937799043062,0.0013864798479347445,2,3,2,7,Promising Customers
1116,0.15013404825737264,0.0,0.0007714680790940893,3,1,1,5,Recent Customers
1117,0.871313672922252,0.0,0.0007179003506063145,1,1,1,3,Recent Customers
1118,0.0,0.019138755980861243,0.004446371280674127,5,4,4,13,Champions
1119,0.045576407506702415,0.03349282296650718,0.007884769927498345,4,5,5,14,Champions
1120,0.6621983914209115,0.0,0.001091268488806914,1,1,2,4,Recent Customers
1121,0.15281501340482573,0.014354066985645932,0.0017899686809012881,3,4,3,10,Loyal Customers
1122,0.19571045576407506,0.0,0.0005198674889283249,2,1,1,4,Recent Customers
1123,0.08042895442359249,0.00956937799043062,0.003623369690629773,4,3,4,11,Loyal Customers
1124,0.016085790884718495,0.004784688995215311,0.01139354536351503,5,2,5,12,Champions
1125,0.32707774798927614,0.014354066985645932,0.011080953935250926,2,4,5,11,Loyal Customers
1126,0.002680965147453083,0.03349282296650718,0.009888938146296785,5,5,5,15,Champions
1127,0.058981233243967826,0.05741626794258373,0.022851935872041578,4,5,5,14,Champions
1128,0.3190348525469169,0.00956937799043062,0.00139040553090187,2,3,2,7,Promising Customers
1129,0.9571045576407506,0.0,0.0019287594178026583,1,1,3,5,Recent Customers
1130,0.14209115281501342,0.019138755980861243,0.006376700971663635,3,4,4,11,Loyal Customers
1131,0.16890080428954424,0.0,0.00043789209096935174,3,1,1,5,Recent Customers
1132,0.22788203753351208,0.0,0.0004184064282416202,2,1,1,4,Recent Customers
1133,0.1447721179624665,0.0,0.004573527720782016,3,1,4,8,Recent Customers
1134,0.05361930294906166,0.05741626794258373,0.01149072386096487,4,5,5,14,Champions
1135,0.00804289544235925,0.09090909090909091,0.06123894126186154,5,5,5,15,Champions
1136,0.005361930294906166,0.019138755980861243,0.004250907956938256,5,4,4,13,Champions
1137,0.026809651474530828,0.019138755980861243,0.00954469143810686,5,4,5,14,Champions
1138,0.016085790884718495,0.019138755980861243,0.0028107890044617883,5,4,3,12,Champions
1139,0.5040214477211796,0.004784688995215311,0.0018086692070355948,1,2,3,6,Recent Customers
1140,0.18766756032171583,0.0,0.000869217584975512,3,1,1,5,Recent Customers
1141,0.5442359249329759,0.0,0.0012474749828715315,1,1,2,4,Recent Customers
1142,0.3190348525469169,0.004784688995215311,0.002161373977618325,2,2,3,7,Recent Customers
1143,0.24664879356568364,0.0,0.0014878338445405278,2,1,2,5,Recent Customers
1144,0.0,0.0430622009569378,0.006722946209364096,5,5,4,14,Champions
1145,0.06970509383378017,0.014354066985645932,0.0022589450433648786,4,4,3,11,Loyal Customers
1146,0.7962466487935657,0.0,0.002930343894824244,1,1,3,5,Recent Customers
1147,0.06166219839142091,0.00956937799043062,0.0020150173789984954,4,3,3,10,Loyal Customers
1148,0.07238605898123324,0.014354066985645932,0.009254155210512607,4,4,5,13,Champions
1149,0.13136729222520108,0.0,0.0011104686473188549,3,1,2,6,Recent Customers
1150,0.871313672922252,0.0,0.0005564834046035128,1,1,1,3,Recent Customers
1151,0.040214477211796246,0.004784688995215311,0.0013865512239886922,4,2,2,8,Recent Customers
1152,0.4879356568364611,0.00956937799043062,0.0026443043586286976,1,3,3,7,Needs Attention
1153,0.19034852546916892,0.019138755980861243,0.010232471093947232,3,4,5,12,Champions
1154,0.09651474530831099,0.004784688995215311,0.0011871265292587219,3,2,2,7,Recent Customers
1155,0.21179624664879357,0.014354066985645932,0.008456456431592726,2,4,5,11,Loyal Customers
1156,0.15013404825737264,0.03827751196172249,0.009210758569712384,3,5,5,13,Champions
1157,0.029490616621983913,0.004784688995215311,0.002235676449777917,5,2,3,10,Potential Loyalist
1158,0.13136729222520108,0.004784688995215311,0.000970857085797086,3,2,2,7,Recent Customers
1159,0.13136729222520108,0.004784688995215311,0.004328386663498522,3,2,4,9,Potential Loyalist
1160,0.1554959785522788,0.004784688995215311,0.0013733109659813875,3,2,2,7,Recent Customers
1161,0.9410187667560321,0.0,0.0006147262646248642,1,1,1,3,Recent Customers
1162,0.14209115281501342,0.0,0.0012531136911334024,3,1,2,6,Recent Customers
1163,0.002680965147453083,0.02392344497607655,0.006562492840089589,5,5,4,14,Champions
1164,0.24664879356568364,0.014354066985645932,0.0024205404295025495,2,4,3,9,Potential Loyalist
1165,0.058981233243967826,0.0,0.0007988764838100195,4,1,1,6,Recent Customers
1166,0.19839142091152814,0.0,0.001245476453360995,2,1,2,5,Recent Customers
1167,0.026809651474530828,0.014354066985645932,0.001657958669124953,5,4,2,11,Potential Loyalist
1168,0.450402144772118,0.004784688995215311,0.003007251592952928,2,2,3,7,Recent Customers
